order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
3201,6124,170,2024-04-06 00:00:00,PO Box 16519,Apt 615,192.37,0.75
3078,2985,506,2024-04-06 00:00:00,Room 1701,Apt 1103,3184.12,1.51
2423,4131,954,2024-04-06 00:00:00,PO Box 99329,Suite 47,1876.73,0.04
4962,4166,513,2024-04-06 00:00:00,Apt 1486,Suite 9,1056.07,2.17
9966,1307,262,2024-04-06 00:00:00,Room 1560,13th Floor,4748.04,4.92
5178,1686,309,2024-04-06 00:00:00,Apt 341,5th Floor,2753.96,4.03
4428,2305,761,2024-04-06 00:00:00,PO Box 26221,Apt 33,2322.17,0.01
7828,8149,273,2024-04-06 00:00:00,14th Floor,Suite 31,977.3,1.15
1006,5966,584,2024-04-06 00:00:00,Apt 1631,Suite 53,1751.84,4.78
3969,1124,746,2024-04-06 00:00:00,Suite 68,9th Floor,1939.01,2.6
3946,7842,155,2024-04-06 00:00:00,Room 613,Room 1674,43.5,4.74
7234,5614,538,2024-04-06 00:00:00,Room 1353,Suite 96,1065.67,3.22
1338,4807,975,2024-04-06 00:00:00,Room 648,Suite 72,1667.8,1.66
5807,7518,214,2024-04-06 00:00:00,Room 1712,PO Box 13235,3467.88,1.63
1917,5239,800,2024-04-06 00:00:00,PO Box 39226,PO Box 23331,4434.25,1.06
5753,3312,674,2024-04-06 00:00:00,12th Floor,Apt 1006,2469.42,1.53
6997,9954,450,2024-04-06 00:00:00,PO Box 4613,Apt 791,1788.65,1.07
2595,5121,578,2024-04-06 00:00:00,Apt 454,Suite 32,4593.01,1.52
8209,1524,157,2024-04-06 00:00:00,Apt 1238,7th Floor,57.99,2.76
7255,5995,124,2024-04-06 00:00:00,13th Floor,Room 858,4526.4,4.04
4364,5557,264,2024-04-06 00:00:00,PO Box 11930,Suite 13,387.88,0.98
5959,6607,402,2024-04-06 00:00:00,Room 632,Apt 717,3952.54,3.22
8981,8583,743,2024-04-06 00:00:00,13th Floor,PO Box 86905,2099.47,0.33
5912,6387,339,2024-04-06 00:00:00,Room 1100,15th Floor,4532.03,2.55
7223,4862,112,2024-04-06 00:00:00,4th Floor,Apt 792,4371.99,4.53
5911,5814,318,2024-04-06 00:00:00,20th Floor,2nd Floor,1187.69,3.73
8323,4387,238,2024-04-06 00:00:00,Apt 1713,Suite 40,3618.63,4.69
7677,3084,155,2024-04-06 00:00:00,Suite 69,Apt 591,537.29,2.31
9632,9630,657,2024-04-06 00:00:00,Suite 23,PO Box 28190,3378.12,4.51
