order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
1834,9936,200,2024-04-06 00:00:00,Room 177,Room 1208,4139.95,0.07
2578,9509,856,2024-04-06 00:00:00,Room 1650,Suite 26,801.55,2.3
3355,5863,303,2024-04-06 00:00:00,Apt 732,Room 471,2047.25,3.36
2353,8926,190,2024-04-06 00:00:00,Apt 1562,11th Floor,1281.33,0.9
8690,2100,556,2024-04-06 00:00:00,12th Floor,15th Floor,3173.1,4.36
2355,3902,152,2024-04-06 00:00:00,PO Box 83910,PO Box 83163,2044.94,2.88
1931,9010,261,2024-04-06 00:00:00,Room 1004,13th Floor,697.62,4.63
7220,1985,186,2024-04-06 00:00:00,Apt 1690,Apt 1738,3933.8,2.64
6665,3658,485,2024-04-06 00:00:00,Apt 1644,Suite 69,3379.74,4.41
1772,2991,457,2024-04-06 00:00:00,PO Box 19842,Suite 33,3733.74,3.68
4503,2348,948,2024-04-06 00:00:00,PO Box 82513,Suite 7,4568.52,3.33
9711,2963,924,2024-04-06 00:00:00,Apt 347,19th Floor,884.87,2.19
6641,5287,790,2024-04-06 00:00:00,Room 1516,Suite 86,541.88,1.68
8617,5063,200,2024-04-06 00:00:00,Room 646,PO Box 23992,141.27,2.77
2993,4366,695,2024-04-06 00:00:00,Apt 702,PO Box 65726,4829.02,4.21
6479,4295,386,2024-04-06 00:00:00,Suite 91,PO Box 13034,4478.51,1.1
7968,4425,600,2024-04-06 00:00:00,Apt 1239,Room 997,1338.04,0.98
7124,2600,294,2024-04-06 00:00:00,Suite 6,Suite 72,188.24,4.02
6906,5010,805,2024-04-06 00:00:00,Room 1404,Room 975,3937.35,4.64
6700,7576,366,2024-04-06 00:00:00,4th Floor,Apt 598,3643.95,2.56
2392,6799,963,2024-04-06 00:00:00,Suite 2,Suite 56,4728.84,4.06
7275,2052,801,2024-04-06 00:00:00,PO Box 99128,Room 279,1618.46,4.08
1233,3381,653,2024-04-06 00:00:00,Room 1796,Apt 1755,1418.06,1.75
2984,6035,306,2024-04-06 00:00:00,Apt 806,20th Floor,2163.39,1.56
2618,2494,926,2024-04-06 00:00:00,Suite 46,Room 444,4835.87,3.9
5333,5720,536,2024-04-06 00:00:00,Room 1964,Suite 22,4986.86,3.06
