order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
3954,8655,705,2024-04-06 00:00:00,Room 275,20th Floor,391.18,0.3
1586,3498,868,2024-04-06 00:00:00,Apt 745,PO Box 45492,4728.72,1.32
3427,7214,802,2024-04-06 00:00:00,Room 1564,11th Floor,1082.05,1.62
8723,8411,952,2024-04-06 00:00:00,3rd Floor,Room 244,2374.77,2.77
8544,9047,479,2024-04-06 00:00:00,PO Box 87438,Apt 565,3780.68,1.54
8018,6431,757,2024-04-06 00:00:00,Suite 82,Apt 1433,1699.94,3.12
3514,4320,834,2024-04-06 00:00:00,Apt 1639,Room 1029,4269.46,2.64
8269,7487,272,2024-04-06 00:00:00,Apt 745,18th Floor,716.7,3.5
3483,9594,246,2024-04-06 00:00:00,Apt 1971,Suite 29,662.68,0.63
1751,8537,769,2024-04-06 00:00:00,8th Floor,Room 1851,3031.34,3.86
2731,2483,589,2024-04-06 00:00:00,Room 334,Room 548,3482.53,2.96
5012,4719,370,2024-04-06 00:00:00,Room 1097,Room 1188,4787.74,3.52
2293,6227,534,2024-04-06 00:00:00,Suite 80,PO Box 9426,4984.64,1.05
3825,1997,245,2024-04-06 00:00:00,Apt 1434,Suite 17,3303.02,0.28
4575,3192,777,2024-04-06 00:00:00,Suite 7,PO Box 69307,1533.97,2.5
8728,8800,954,2024-04-06 00:00:00,Room 1671,PO Box 22182,2554.29,2.48
7001,7511,161,2024-04-06 00:00:00,PO Box 3904,Room 431,2342.38,1.01
5222,4158,555,2024-04-06 00:00:00,Room 154,Apt 369,3199.74,1.27
5299,1559,793,2024-04-06 00:00:00,Room 1311,Room 1609,992.83,1.89
7134,3484,930,2024-04-06 00:00:00,8th Floor,8th Floor,1467.59,3.65
3417,6319,574,2024-04-06 00:00:00,PO Box 13372,Apt 1605,3794.88,2.88
9137,6165,916,2024-04-06 00:00:00,Suite 49,Suite 72,3259.23,3.09
4595,9684,367,2024-04-06 00:00:00,17th Floor,PO Box 98688,4757.36,3.44
7364,3258,795,2024-04-06 00:00:00,Apt 1762,Room 1442,3786.51,4.1
9441,1376,873,2024-04-06 00:00:00,Room 41,Room 1264,3786.78,2.72
5736,7222,416,2024-04-06 00:00:00,Room 340,17th Floor,3923.76,1.49
5968,5688,907,2024-04-06 00:00:00,Suite 66,11th Floor,3581.8,3.75
8497,4792,551,2024-04-06 00:00:00,Suite 67,Apt 1514,2892.72,3.44
1511,3578,841,2024-04-06 00:00:00,9th Floor,Room 1758,191.39,1.82
7635,7052,624,2024-04-06 00:00:00,PO Box 58675,Room 1861,2178.5,0.04
2034,8138,968,2024-04-06 00:00:00,PO Box 43019,Room 1018,4252.9,1.87
1378,1533,944,2024-04-06 00:00:00,16th Floor,Apt 291,1433.26,0.12
6820,9219,884,2024-04-06 00:00:00,9th Floor,Apt 1351,1836.48,1.66
3895,9415,548,2024-04-06 00:00:00,PO Box 54375,11th Floor,4901.05,0.8
5928,3023,221,2024-04-06 00:00:00,14th Floor,PO Box 15077,3799.07,4.36
3685,7596,674,2024-04-06 00:00:00,10th Floor,PO Box 5380,1390.73,0.1
6842,2400,239,2024-04-06 00:00:00,Room 434,5th Floor,4118.82,4.56
9638,3204,600,2024-04-06 00:00:00,Suite 30,Room 1057,2734.87,3.86
6404,7585,761,2024-04-06 00:00:00,PO Box 10867,Apt 864,1024.18,4.31
8828,8766,397,2024-04-06 00:00:00,Room 1640,7th Floor,2527.18,0.44
3823,4010,683,2024-04-06 00:00:00,Apt 1870,10th Floor,1255.54,3.29
2729,7292,435,2024-04-06 00:00:00,13th Floor,Suite 14,4650.0,3.76
6654,4181,583,2024-04-06 00:00:00,15th Floor,PO Box 73133,1527.2,0.42
6674,6990,746,2024-04-06 00:00:00,Suite 25,Suite 58,4294.67,1.23
6016,5413,304,2024-04-06 00:00:00,Room 201,Room 1403,3474.56,1.02
3832,3145,944,2024-04-06 00:00:00,17th Floor,Room 932,342.07,2.29
7745,7182,849,2024-04-06 00:00:00,Suite 1,Apt 115,4875.68,2.47
3861,8427,721,2024-04-06 00:00:00,PO Box 58498,Room 686,13.68,4.33
2859,1444,699,2024-04-06 00:00:00,Suite 67,19th Floor,4916.64,1.97
4908,4696,172,2024-04-06 00:00:00,3rd Floor,Room 1903,3208.33,2.87
7145,2076,293,2024-04-06 00:00:00,Suite 45,7th Floor,1941.32,2.17
4405,8637,783,2024-04-06 00:00:00,Room 1322,Apt 1906,3280.16,3.15
7567,7256,873,2024-04-06 00:00:00,Apt 1609,Apt 121,4991.29,2.85
5964,2153,415,2024-04-06 00:00:00,Room 74,PO Box 85923,3892.97,1.07
5562,2901,332,2024-04-06 00:00:00,PO Box 90837,Room 1075,1202.97,4.53
1156,9751,457,2024-04-06 00:00:00,Apt 684,Suite 38,3337.58,1.67
5241,2151,307,2024-04-06 00:00:00,Suite 95,PO Box 80446,2590.43,4.35
9895,9875,884,2024-04-06 00:00:00,Suite 18,Suite 68,4857.27,0.76
7054,9795,270,2024-04-06 00:00:00,PO Box 55175,Apt 508,3348.26,3.67
3233,6732,275,2024-04-06 00:00:00,Room 1891,Suite 16,930.16,4.7
3669,7202,107,2024-04-06 00:00:00,PO Box 81433,PO Box 47889,838.26,0.04
6359,8957,926,2024-04-06 00:00:00,PO Box 8702,Apt 554,30.27,3.09
8059,4162,446,2024-04-06 00:00:00,Room 797,PO Box 5339,2544.29,2.65
8095,2350,202,2024-04-06 00:00:00,Room 1471,Apt 764,1112.35,4.92
6191,7377,764,2024-04-06 00:00:00,Apt 198,4th Floor,2658.17,0.44
3720,5958,476,2024-04-06 00:00:00,Suite 99,PO Box 60231,219.93,4.09
2707,6633,717,2024-04-06 00:00:00,Apt 962,12th Floor,1073.36,0.18
2151,1736,914,2024-04-06 00:00:00,Room 235,2nd Floor,4867.67,3.26
9303,6591,632,2024-04-06 00:00:00,Apt 1521,PO Box 31757,153.88,4.26
6996,1616,586,2024-04-06 00:00:00,7th Floor,PO Box 10325,2060.36,2.25
1718,2431,913,2024-04-06 00:00:00,Suite 36,Suite 29,2267.08,2.04
2054,2727,897,2024-04-06 00:00:00,PO Box 99611,Room 1189,672.5,1.92
3135,2621,113,2024-04-06 00:00:00,Apt 1281,PO Box 43405,2257.58,0.06
