order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
3341,1443,359,2024-04-06 00:00:00,PO Box 34226,13th Floor,1460.49,4.45
9224,4843,157,2024-04-06 00:00:00,PO Box 66257,Apt 1379,2571.22,0.63
2058,9289,340,2024-04-06 00:00:00,Apt 292,14th Floor,1389.51,3.29
5712,2452,393,2024-04-06 00:00:00,Apt 1272,16th Floor,4600.63,0.11
9677,4261,524,2024-04-06 00:00:00,Suite 80,PO Box 57881,33.67,2.16
3175,5528,797,2024-04-06 00:00:00,Apt 1192,18th Floor,3056.9,4.89
3975,1479,767,2024-04-06 00:00:00,Room 1436,Apt 1180,862.91,3.45
8649,8950,371,2024-04-06 00:00:00,2nd Floor,Apt 52,1652.0,2.92
2350,9128,258,2024-04-06 00:00:00,Room 76,Apt 1690,2527.9,1.58
6311,6842,898,2024-04-06 00:00:00,PO Box 81072,Suite 81,1698.18,1.92
4950,4806,148,2024-04-06 00:00:00,10th Floor,PO Box 92373,3130.49,3.47
9291,4314,809,2024-04-06 00:00:00,19th Floor,Suite 5,879.07,1.48
5203,9690,291,2024-04-06 00:00:00,Apt 1601,Suite 60,2809.38,4.94
3903,2021,654,2024-04-06 00:00:00,Apt 1364,Apt 53,1843.61,4.65
1420,3669,572,2024-04-06 00:00:00,Apt 683,Apt 592,4538.68,1.18
3695,3303,418,2024-04-06 00:00:00,9th Floor,Suite 53,2522.65,1.46
1733,6479,892,2024-04-06 00:00:00,Room 626,Apt 1853,2904.1,3.42
6982,8660,717,2024-04-06 00:00:00,PO Box 80292,12th Floor,845.13,2.81
6216,2704,151,2024-04-06 00:00:00,Room 193,Apt 122,3457.01,3.04
9000,9144,795,2024-04-06 00:00:00,Apt 170,3rd Floor,4277.7,2.41
7020,9576,647,2024-04-06 00:00:00,Suite 61,Room 350,1445.37,1.54
5257,3877,351,2024-04-06 00:00:00,Apt 323,PO Box 83101,2723.18,3.6
5981,4225,183,2024-04-06 00:00:00,Room 587,PO Box 18298,458.08,3.83
8273,5026,473,2024-04-06 00:00:00,PO Box 41168,Suite 26,3911.92,1.33
5775,3630,131,2024-04-06 00:00:00,6th Floor,Apt 1153,1866.24,2.09
6616,5821,284,2024-04-06 00:00:00,Room 1818,PO Box 92137,2616.03,4.11
3465,1794,109,2024-04-06 00:00:00,16th Floor,Suite 51,3433.89,1.72
2645,8561,930,2024-04-06 00:00:00,9th Floor,2nd Floor,3991.55,0.69
1810,6620,529,2024-04-06 00:00:00,Room 713,Apt 293,2261.03,4.66
2688,6533,940,2024-04-06 00:00:00,20th Floor,Room 681,4166.38,3.47
5946,1692,834,2024-04-06 00:00:00,Room 99,PO Box 22020,1805.18,2.79
7246,4880,288,2024-04-06 00:00:00,Apt 1669,Room 932,615.2,2.82
3546,9352,639,2024-04-06 00:00:00,Room 1746,1st Floor,4972.85,0.56
5447,2854,624,2024-04-06 00:00:00,Room 1395,Apt 1726,1799.53,3.04
2904,3700,731,2024-04-06 00:00:00,Apt 1101,Suite 87,4880.43,2.23
1062,5051,629,2024-04-06 00:00:00,Suite 1,Suite 33,52.53,2.47
7294,8661,267,2024-04-06 00:00:00,2nd Floor,2nd Floor,434.8,2.74
5666,7199,299,2024-04-06 00:00:00,Suite 84,17th Floor,1748.68,2.22
4679,6222,278,2024-04-06 00:00:00,PO Box 84982,PO Box 50231,1179.57,1.77
6579,3727,531,2024-04-06 00:00:00,Suite 84,16th Floor,4735.99,2.04
1966,7281,266,2024-04-06 00:00:00,15th Floor,Apt 517,580.11,0.73
5279,3902,547,2024-04-06 00:00:00,PO Box 86557,Apt 420,904.29,3.05
8341,2817,603,2024-04-06 00:00:00,PO Box 30401,PO Box 18773,2072.22,4.04
5915,2600,496,2024-04-06 00:00:00,PO Box 81608,Room 1692,1045.13,1.79
8174,9748,532,2024-04-06 00:00:00,Room 1375,6th Floor,2272.89,0.98
8060,3822,188,2024-04-06 00:00:00,Apt 930,PO Box 52461,3138.15,3.52
4781,9240,450,2024-04-06 00:00:00,Room 1702,20th Floor,1511.32,1.12
7959,3305,346,2024-04-06 00:00:00,4th Floor,Room 1123,4575.77,2.38
9655,4808,739,2024-04-06 00:00:00,10th Floor,PO Box 67222,3792.8,0.38
5097,1957,649,2024-04-06 00:00:00,Suite 62,Apt 96,953.12,3.84
1664,4703,359,2024-04-06 00:00:00,Suite 52,15th Floor,2501.36,2.72
6749,8843,820,2024-04-06 00:00:00,Suite 10,PO Box 61034,3676.85,4.07
2159,2643,522,2024-04-06 00:00:00,PO Box 83365,Apt 1293,3170.86,2.56
9090,2419,517,2024-04-06 00:00:00,Suite 63,Room 1524,562.37,0.4
8797,6367,285,2024-04-06 00:00:00,Room 1679,Apt 874,354.77,1.43
1416,1714,964,2024-04-06 00:00:00,Room 955,PO Box 85994,2494.39,3.07
5509,5363,964,2024-04-06 00:00:00,17th Floor,PO Box 19296,1602.88,3.58
6623,5299,624,2024-04-06 00:00:00,Room 600,15th Floor,2702.16,3.35
2176,3823,307,2024-04-06 00:00:00,Apt 1651,Room 663,2032.95,1.8
6417,4504,580,2024-04-06 00:00:00,Room 1799,Suite 94,3508.42,3.06
4290,6561,417,2024-04-06 00:00:00,Apt 1006,Room 581,261.66,0.21
5314,7235,419,2024-04-06 00:00:00,Room 31,Apt 1763,4541.82,4.72
1945,9513,314,2024-04-06 00:00:00,Room 1913,Room 1700,3961.19,0.02
2345,1302,195,2024-04-06 00:00:00,Room 1925,Room 1934,3957.93,0.05
3874,7755,508,2024-04-06 00:00:00,PO Box 26017,Apt 1963,301.41,4.09
5546,9336,994,2024-04-06 00:00:00,Apt 1079,PO Box 84448,3403.66,1.95
4672,5329,541,2024-04-06 00:00:00,Apt 716,PO Box 27053,2526.21,0.28
4074,6971,619,2024-04-06 00:00:00,9th Floor,Apt 644,4573.18,1.64
8913,7585,646,2024-04-06 00:00:00,Apt 1802,Suite 23,4075.69,2.8
4424,3496,836,2024-04-06 00:00:00,Room 1063,17th Floor,1601.9,1.73
8825,3523,534,2024-04-06 00:00:00,Suite 57,PO Box 37115,3657.87,2.37
2599,5325,543,2024-04-06 00:00:00,Apt 590,PO Box 26922,1949.13,1.73
3038,2171,825,2024-04-06 00:00:00,Suite 60,Room 425,952.99,0.15
1099,2091,526,2024-04-06 00:00:00,Apt 458,19th Floor,3479.9,0.88
7933,7670,156,2024-04-06 00:00:00,8th Floor,Apt 123,2507.74,1.03
6644,7118,982,2024-04-06 00:00:00,Apt 1425,19th Floor,1156.83,2.34
9814,9675,905,2024-04-06 00:00:00,1st Floor,Room 395,2488.08,4.26
4392,7133,836,2024-04-06 00:00:00,Suite 58,16th Floor,3654.09,4.17
9829,6174,667,2024-04-06 00:00:00,PO Box 40200,Room 304,4746.05,1.82
7723,4400,574,2024-04-06 00:00:00,Room 1625,Room 1691,1993.62,4.13
2372,8124,416,2024-04-06 00:00:00,Room 1766,2nd Floor,3724.38,3.38
7405,5194,220,2024-04-06 00:00:00,6th Floor,PO Box 98651,4854.69,1.88
9744,2343,957,2024-04-06 00:00:00,5th Floor,Room 827,2133.38,1.91
1706,2466,427,2024-04-06 00:00:00,Room 276,Suite 32,4756.32,2.17
2926,2357,456,2024-04-06 00:00:00,Apt 681,Room 1006,3592.47,2.87
9043,6746,500,2024-04-06 00:00:00,Suite 61,Suite 23,873.94,4.1
4422,8374,385,2024-04-06 00:00:00,PO Box 86742,Apt 1735,3838.7,4.11
8465,5170,335,2024-04-06 00:00:00,Room 506,Apt 716,1049.02,1.14
5558,7048,535,2024-04-06 00:00:00,Room 393,PO Box 72582,2007.34,4.65
7153,8066,508,2024-04-06 00:00:00,Apt 1219,Room 756,2865.33,0.29
3592,1560,458,2024-04-06 00:00:00,Apt 916,Apt 1046,1548.2,2.55
1624,6978,219,2024-04-06 00:00:00,Suite 25,Room 560,809.62,1.65
2635,6845,467,2024-04-06 00:00:00,Suite 20,10th Floor,1521.94,1.03
8287,9468,245,2024-04-06 00:00:00,Suite 81,8th Floor,1544.91,4.29
5968,1686,455,2024-04-06 00:00:00,PO Box 21278,Room 127,739.73,1.76
8385,7799,577,2024-04-06 00:00:00,2nd Floor,Suite 91,4111.05,3.15
8524,3780,995,2024-04-06 00:00:00,Room 1433,Apt 471,4685.63,4.93
5764,8310,381,2024-04-06 00:00:00,Suite 20,Room 1096,1853.95,0.14
6111,6388,825,2024-04-06 00:00:00,9th Floor,PO Box 82529,1339.18,2.95
7080,1642,854,2024-04-06 00:00:00,PO Box 30932,PO Box 22952,3338.91,4.03
8440,1100,179,2024-04-06 00:00:00,Room 1653,Suite 30,3860.68,3.33
1188,7602,557,2024-04-06 00:00:00,2nd Floor,Apt 879,345.99,3.95
6867,5423,650,2024-04-06 00:00:00,Apt 1030,PO Box 78668,1207.84,3.42
3456,8050,974,2024-04-06 00:00:00,Room 1184,Room 1125,2078.98,0.12
5811,7444,187,2024-04-06 00:00:00,Room 1049,Suite 32,4162.3,4.09
3619,8587,896,2024-04-06 00:00:00,PO Box 36650,Apt 899,671.0,2.16
7351,1334,717,2024-04-06 00:00:00,PO Box 56887,Room 1409,3820.84,0.57
6614,1309,325,2024-04-06 00:00:00,4th Floor,Room 255,1918.24,4.22
9025,6977,868,2024-04-06 00:00:00,PO Box 41995,Suite 95,70.51,1.41
2158,7171,647,2024-04-06 00:00:00,Apt 517,20th Floor,2093.08,3.59
9979,8474,822,2024-04-06 00:00:00,PO Box 47693,Suite 53,4567.65,1.22
6245,7810,196,2024-04-06 00:00:00,PO Box 28739,Room 1867,1156.1,2.52
1975,7405,598,2024-04-06 00:00:00,Room 1673,PO Box 80782,3206.89,1.7
1969,2415,670,2024-04-06 00:00:00,14th Floor,Apt 173,2487.44,3.88
3737,8584,382,2024-04-06 00:00:00,PO Box 7174,Apt 1295,2790.59,4.98
4872,1018,637,2024-04-06 00:00:00,Room 746,5th Floor,2561.84,3.0
4385,7660,624,2024-04-06 00:00:00,11th Floor,Suite 33,2355.26,3.51
9600,4344,617,2024-04-06 00:00:00,19th Floor,Suite 25,2032.45,0.09
8256,8334,152,2024-04-06 00:00:00,PO Box 11970,Room 918,3018.43,2.27
1462,5055,862,2024-04-06 00:00:00,PO Box 59235,Apt 1211,3362.7,0.16
3185,8988,354,2024-04-06 00:00:00,17th Floor,Suite 32,3946.43,4.66
2770,7219,534,2024-04-06 00:00:00,PO Box 50016,20th Floor,1631.78,0.07
9105,8530,862,2024-04-06 00:00:00,5th Floor,1st Floor,2728.64,1.4
9820,9399,469,2024-04-06 00:00:00,Apt 1911,Apt 1754,2978.97,4.88
6045,9954,856,2024-04-06 00:00:00,Apt 508,3rd Floor,4551.41,3.85
5822,8679,431,2024-04-06 00:00:00,Apt 601,17th Floor,3420.27,4.53
6866,1011,377,2024-04-06 00:00:00,Apt 689,2nd Floor,3719.93,3.82
3973,4664,490,2024-04-06 00:00:00,Apt 1190,PO Box 46957,4009.27,3.7
3586,2916,587,2024-04-06 00:00:00,Suite 17,Suite 4,3370.49,0.35
9699,8685,265,2024-04-06 00:00:00,Apt 1005,Room 706,3426.26,0.49
1061,3858,494,2024-04-06 00:00:00,Room 1628,4th Floor,4817.67,3.26
2691,8243,225,2024-04-06 00:00:00,PO Box 93320,PO Box 48908,4889.75,4.0
