order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
6815,9378,979,2024-04-06 00:00:00,Apt 1274,Suite 8,586.04,1.15
8866,1294,451,2024-04-06 00:00:00,15th Floor,PO Box 79024,2031.68,2.79
6707,6801,950,2024-04-06 00:00:00,Suite 44,PO Box 75669,165.54,0.41
9903,8550,282,2024-04-06 00:00:00,Suite 20,Suite 90,54.08,0.12
4470,4294,373,2024-04-06 00:00:00,PO Box 7987,Apt 1927,4596.93,2.32
6185,2637,307,2024-04-06 00:00:00,Room 1437,Room 89,492.5,1.49
3803,7164,642,2024-04-06 00:00:00,Suite 56,Suite 57,1312.06,3.47
5536,8074,612,2024-04-06 00:00:00,Suite 21,Suite 100,2626.5,1.58
9043,7955,991,2024-04-06 00:00:00,Suite 99,Apt 1257,1137.33,0.24
9528,4096,527,2024-04-06 00:00:00,Apt 1259,Suite 25,2885.04,4.38
1311,7444,981,2024-04-06 00:00:00,9th Floor,Room 433,4030.88,1.1
5034,7645,220,2024-04-06 00:00:00,Apt 1170,Suite 85,1886.09,3.65
5522,9369,602,2024-04-06 00:00:00,PO Box 79386,19th Floor,1930.82,1.5
5210,6962,646,2024-04-06 00:00:00,PO Box 11799,Room 1814,4560.04,3.74
6342,3180,812,2024-04-06 00:00:00,14th Floor,Suite 47,4875.54,1.34
6400,7415,420,2024-04-06 00:00:00,Suite 56,Apt 484,3616.55,0.25
3963,8915,594,2024-04-06 00:00:00,Apt 70,Suite 81,259.55,1.18
6965,8474,741,2024-04-06 00:00:00,PO Box 90462,Suite 64,2310.12,1.46
1191,6490,750,2024-04-06 00:00:00,3rd Floor,PO Box 87409,774.64,0.35
7427,3686,665,2024-04-06 00:00:00,Suite 45,2nd Floor,3152.9,3.11
2155,1459,684,2024-04-06 00:00:00,Apt 1795,PO Box 84476,4747.15,0.58
5984,1167,552,2024-04-06 00:00:00,PO Box 41620,PO Box 5453,4286.35,1.9
3502,2426,596,2024-04-06 00:00:00,Apt 859,Suite 43,1978.55,2.01
3960,7592,410,2024-04-06 00:00:00,Room 1380,15th Floor,2723.87,4.56
2646,1429,245,2024-04-06 00:00:00,Apt 637,Apt 265,3664.77,3.97
4227,9315,525,2024-04-06 00:00:00,PO Box 56541,PO Box 12012,962.35,0.48
2859,8478,146,2024-04-06 00:00:00,Apt 999,7th Floor,4922.32,4.52
7893,5718,584,2024-04-06 00:00:00,Suite 46,Room 411,1088.33,1.57
2131,4244,677,2024-04-06 00:00:00,Apt 1697,Apt 44,4381.06,4.85
1221,9468,588,2024-04-06 00:00:00,2nd Floor,Room 1684,3063.19,4.99
8002,1402,489,2024-04-06 00:00:00,Suite 73,Suite 60,339.21,2.6
7496,8123,230,2024-04-06 00:00:00,Room 1745,3rd Floor,4243.56,4.53
3160,7125,663,2024-04-06 00:00:00,PO Box 29295,PO Box 50098,2240.12,2.66
4646,3998,350,2024-04-06 00:00:00,Room 1147,PO Box 34433,1954.3,3.44
4013,9031,256,2024-04-06 00:00:00,Apt 591,Room 625,1878.35,4.29
2701,4217,347,2024-04-06 00:00:00,Apt 232,Suite 32,3775.52,3.17
4880,5695,866,2024-04-06 00:00:00,15th Floor,Room 139,506.53,2.63
4998,5062,356,2024-04-06 00:00:00,PO Box 42645,Room 1307,249.95,4.62
2548,6785,143,2024-04-06 00:00:00,PO Box 24033,Room 1930,3164.95,2.29
7009,2005,908,2024-04-06 00:00:00,PO Box 62414,Room 1814,1346.69,4.59
8066,2522,542,2024-04-06 00:00:00,Suite 16,Apt 1284,1807.95,4.18
6821,9499,779,2024-04-06 00:00:00,PO Box 21683,Room 1157,343.47,4.49
5124,9827,921,2024-04-06 00:00:00,Apt 1919,11th Floor,1876.56,0.74
2163,9123,101,2024-04-06 00:00:00,Room 1819,Apt 675,4495.73,0.17
4678,4288,437,2024-04-06 00:00:00,7th Floor,PO Box 55239,330.82,3.68
3658,4489,707,2024-04-06 00:00:00,Apt 1092,Apt 742,158.98,4.35
9364,9746,565,2024-04-06 00:00:00,2nd Floor,Apt 1004,3762.32,1.65
8492,3435,537,2024-04-06 00:00:00,Suite 11,Apt 1019,441.36,0.77
6143,4550,355,2024-04-06 00:00:00,PO Box 58625,Apt 59,532.18,4.8
5233,8368,603,2024-04-06 00:00:00,PO Box 79444,7th Floor,593.89,3.12
5971,6592,623,2024-04-06 00:00:00,Room 1681,PO Box 68281,1144.9,4.42
5459,9682,518,2024-04-06 00:00:00,Room 481,2nd Floor,4557.24,2.03
4822,3517,662,2024-04-06 00:00:00,Apt 891,9th Floor,777.11,3.07
9912,5773,714,2024-04-06 00:00:00,PO Box 96117,Suite 64,3768.72,2.8
9504,9912,560,2024-04-06 00:00:00,Suite 44,Room 95,1815.27,2.88
9118,2621,530,2024-04-06 00:00:00,Suite 43,Apt 1980,4137.11,4.11
3050,6029,681,2024-04-06 00:00:00,PO Box 44183,Room 509,1212.44,4.69
5362,4793,461,2024-04-06 00:00:00,Suite 56,Room 1400,391.0,3.84
6951,5616,819,2024-04-06 00:00:00,Room 830,Suite 89,1554.1,2.48
5574,7236,753,2024-04-06 00:00:00,PO Box 24068,PO Box 36982,3097.48,2.38
1685,7302,344,2024-04-06 00:00:00,Apt 1481,PO Box 77976,1117.87,2.43
6658,4743,133,2024-04-06 00:00:00,5th Floor,16th Floor,2771.69,3.51
2755,9418,358,2024-04-06 00:00:00,9th Floor,Suite 3,3334.74,1.86
5804,7034,192,2024-04-06 00:00:00,Apt 578,Room 1443,1322.56,1.18
4061,6059,916,2024-04-06 00:00:00,Room 1117,Apt 1895,4267.44,3.31
3236,6965,640,2024-04-06 00:00:00,5th Floor,Apt 1805,3240.41,0.78
