order_id,customer_id,restaurant_id,order_time,customer_location,restaurant_location,order_value,rating
7780,5863,141,2024-04-06 00:00:00,Suite 1,Suite 46,4072.52,3.12
8786,9166,797,2024-04-06 00:00:00,Room 1972,Apt 891,667.14,2.62
1490,8289,646,2024-04-06 00:00:00,Apt 178,Room 1322,526.05,0.11
4917,5903,733,2024-04-06 00:00:00,Suite 88,Apt 1271,1464.25,4.98
2528,4806,129,2024-04-06 00:00:00,Apt 980,Apt 1481,4387.02,1.21
4806,5733,656,2024-04-06 00:00:00,Apt 1031,Apt 1174,1574.05,1.02
4943,3354,960,2024-04-06 00:00:00,PO Box 87160,17th Floor,4302.22,2.23
2619,1805,656,2024-04-06 00:00:00,Apt 1182,Apt 371,4336.34,1.97
7849,5402,621,2024-04-06 00:00:00,16th Floor,PO Box 19445,1459.85,2.62
6699,5377,242,2024-04-06 00:00:00,Suite 52,Room 510,135.19,2.93
4674,5593,700,2024-04-06 00:00:00,Room 753,9th Floor,1930.88,2.96
4428,6689,866,2024-04-06 00:00:00,Apt 1046,5th Floor,736.89,3.97
4948,1747,369,2024-04-06 00:00:00,Room 1430,12th Floor,3252.47,4.92
3095,1337,435,2024-04-06 00:00:00,Apt 1239,9th Floor,2262.51,4.22
5864,1150,107,2024-04-06 00:00:00,Room 963,PO Box 51810,3457.42,1.67
9202,2260,823,2024-04-06 00:00:00,16th Floor,6th Floor,2428.56,2.1
8797,1405,215,2024-04-06 00:00:00,19th Floor,Room 343,162.28,0.27
4463,4585,527,2024-04-06 00:00:00,13th Floor,Suite 80,229.47,4.43
1780,9172,444,2024-04-06 00:00:00,14th Floor,7th Floor,379.58,1.95
5423,7158,932,2024-04-06 00:00:00,Room 556,Suite 89,183.62,0.54
7969,7340,524,2024-04-06 00:00:00,PO Box 29373,17th Floor,2199.45,1.45
4882,4442,191,2024-04-06 00:00:00,PO Box 25492,Room 1205,1772.44,2.25
4527,8961,303,2024-04-06 00:00:00,Room 236,Apt 1918,2294.74,2.25
7950,8703,832,2024-04-06 00:00:00,PO Box 45137,Apt 1,2297.29,0.23
6796,1903,670,2024-04-06 00:00:00,Room 1870,Suite 93,2126.27,2.72
3981,9960,305,2024-04-06 00:00:00,PO Box 96361,Suite 64,1587.94,2.3
3828,7341,309,2024-04-06 00:00:00,2nd Floor,Room 505,2570.62,4.2
4839,8182,708,2024-04-06 00:00:00,Room 1573,14th Floor,1163.89,1.3
8264,5493,577,2024-04-06 00:00:00,14th Floor,Room 445,4972.42,2.27
9549,6659,949,2024-04-06 00:00:00,12th Floor,Suite 68,4408.55,1.69
6985,4132,661,2024-04-06 00:00:00,7th Floor,PO Box 9279,4055.78,2.98
6698,9745,379,2024-04-06 00:00:00,Room 1670,Suite 56,3840.24,2.45
